"Name","Location","Type","Namespace"
"List_GetNth__Q24nw4r2utFPCQ34nw4r2ut4ListUs","800af1c0","Function","Global"
"__dt","800af210","Function","nw4r::ut::detail::LinkListImpl"
"Erase","800af2a0","Function","nw4r::ut::detail::LinkListImpl"
"LinkListImpl_Clear","800af2f0","Function","Global"
"Insert","800af340","Function","nw4r::ut::detail::LinkListImpl"
"Erase","800af370","Function","nw4r::ut::detail::LinkListImpl"
"IsValidBinaryFile((nw4r::ut::BinaryFileHeader_*\,ulong\,ushort\,ushort))","800af3a0","Function","nw4r::ut"
"ReadNextCharUTF8((void))","800af420","Function","nw4r::ut::CharStrmReader"
"ReadNextCharUTF16((void))","800af4a0","Function","nw4r::ut::CharStrmReader"
"ReadNextCharCP1252","800af4c0","Function","nw4r::ut::CharStrmReader"
"ReadNextCharCP1252__Q34nw4r2ut14CharStrmReaderFv","800af4c0","Function","Global"
"ReadNextCharSJIS((void))","800af4e0","Function","nw4r::ut::CharStrmReader"
"FUN_800af540","800af540","Function","Global"
"FUN_800af550","800af550","Function","Global"
"FUN_800af590","800af590","Function","Global"
"FUN_800af6c0","800af6c0","Function","Global"
"FUN_800af9f0","800af9f0","Function","Global"
"FUN_800afa00","800afa00","Function","Global"
"FUN_800afa40","800afa40","Function","Global"
"FUN_800afb70","800afb70","Function","Global"
"FUN_800afd60","800afd60","Function","Global"
"FUN_800afdd0","800afdd0","Function","Global"
"Read__Q34nw4r2ut8IOStreamFPvUlPFPvUl","800afea0","Function","Global"
"Write","800afeb0","Function","nw4r::ut::IOStream"
"Write__Q34nw4r2ut8IOStreamFPCvUl","800afeb0","Function","Global"
"WriteAsync","800afec0","Function","nw4r::ut::IOStream"
"WriteAsync__Q34nw4r2ut8IOStreamFPCvUlPFlPQ34nw4r2ut8IOStreamPv_vPv","800afec0","Function","Global"
"IOStream_IsBusy","800afed0","Function","Global"
"__sinit_\ut_IOStream_cpp","800afee0","Function","Global"
"Cancel","800afef0","Function","nw4r::ut::FileStream"
"Cancel__Q34nw4r2ut10FileStreamFv","800afef0","Function","Global"
"CancelAsync","800aff00","Function","nw4r::ut::FileStream"
"CancelAsync__Q34nw4r2ut10FileStreamFPFlPQ34nw4r2ut8IOStreamPv_vPv","800aff00","Function","Global"
"Skip","800aff10","Function","nw4r::ut::FileStream::FilePosition"
"Append","800aff80","Function","nw4r::ut::FileStream::FilePosition"
"Seek","800affd0","Function","nw4r::ut::FileStream::FilePosition"
"__sinit_\ut_fileStream_cpp","800b0060","Function","Global"
"DvdAsyncCallback_","800b0070","Function","nw4r::ut::DvdFileStream"
"DvdAsyncCallback___Q34nw4r2ut13DvdFileStreamFlP11DVDFileInfo","800b0070","Function","Global"
"DvdCBAsyncCallback_","800b00a0","Function","nw4r::ut::DvdFileStream"
"DvdCBAsyncCallback___Q34nw4r2ut13DvdFileStreamFlP15DVDCommandBlock","800b00a0","Function","Global"
"ct","800b00d0","Function","nw4r::ut::DvdFileStream"
"DvdFileStream","800b0190","Function","nw4r::ut::DvdFileStream"
"__dt","800b02c0","Function","nw4r::ut::DvdFileStream"
"Close","800b0340","Function","nw4r::ut::DvdFileStream"
"Read","800b0390","Function","nw4r::ut::DvdFileStream"
"ReadAsync","800b0420","Function","nw4r::ut::DvdFileStream"
"ReadAsync__Q34nw4r2ut13DvdFileStreamFPvUlPFlPQ34nw4r2ut8IOStreamPv_vPv","800b0420","Function","Global"
"Peek","800b0520","Function","nw4r::ut::DvdFileStream"
"PeekAsync","800b0560","Function","nw4r::ut::DvdFileStream"
"PeekAsync__Q34nw4r2ut13DvdFileStreamFPvUlPFlPQ34nw4r2ut8IOStreamPv_vPv","800b0560","Function","Global"
"Seek","800b05e0","Function","nw4r::ut::DvdFileStream"
"Cancel","800b05f0","Function","nw4r::ut::DvdFileStream"
"CancelAsync","800b0600","Function","nw4r::ut::DvdFileStream"
"CancelAsync__Q34nw4r2ut13DvdFileStreamFPFlPQ34nw4r2ut8IOStreamPv_vPv","800b0600","Function","Global"
"CanAsync","800b0660","Function","nw4r::ut::DvdFileStream"
"CanAsync__Q34nw4r2ut13DvdFileStreamCFv","800b0660","Function","Global"
"GetSize","800b0670","Function","nw4r::ut::DvdFileStream"
"GetSize__Q34nw4r2ut13DvdFileStreamCFv","800b0670","Function","Global"
"Tell","800b0680","Function","nw4r::ut::DvdFileStream"
"Tell__Q34nw4r2ut13DvdFileStreamCFv","800b0680","Function","Global"
"GetRuntimeTypeInfo","800b0690","Function","nw4r::ut::DvdFileStream"
"GetRuntimeTypeInfo__Q34nw4r2ut13DvdFileStreamCFv","800b0690","Function","Global"
"__sinit_\ut_dvdFileStream_cpp","800b06a0","Function","Global"
"DvdLockedFileStream","800b06b0","Function","nw4r::ut::DvdLockedFileStream"
"DvdLockedFileStream","800b0740","Function","nw4r::ut::DvdLockedFileStream"
"__dt","800b07d0","Function","nw4r::ut::DvdLockedFileStream"
"Close","800b0830","Function","nw4r::ut::DvdLockedFileStream"
"Close__Q34nw4r2ut19DvdLockedFileStreamFv","800b0830","Function","Global"
"Read","800b0870","Function","nw4r::ut::DvdLockedFileStream"
"Peek","800b0950","Function","nw4r::ut::DvdLockedFileStream"
"Peek__Q34nw4r2ut19DvdLockedFileStreamFPvUl","800b0950","Function","Global"
"Cancel","800b0a30","Function","nw4r::ut::DvdLockedFileStream"
"Cancel__Q34nw4r2ut19DvdLockedFileStreamFv","800b0a30","Function","Global"
"__sinit_\ut_dvdLockedFileStream_cpp","800b0a90","Function","Global"
"NandAsyncCallback_","800b0aa0","Function","nw4r::ut::NandFileStream"
"NandAsyncCallback___Q34nw4r2ut14NandFileStreamFlP16NANDCommandBlock","800b0aa0","Function","Global"
"NandFileStream","800b0ad0","Function","nw4r::ut::NandFileStream"
"NandFileStream","800b0b40","Function","nw4r::ut::NandFileStream"
"__dt","800b0bb0","Function","nw4r::ut::NandFileStream"
"Open","800b0c30","Function","nw4r::ut::NandFileStream"
"Open","800b0d20","Function","nw4r::ut::NandFileStream"
"Close","800b14a0","Function","nw4r::ut::NandFileStream"
"Close__Q34nw4r2ut14NandFileStreamFv","800b14a0","Function","Global"
"Read","800b14f0","Function","nw4r::ut::NandFileStream"
"ReadAsync","800b1570","Function","nw4r::ut::NandFileStream"
"ReadAsync__Q34nw4r2ut14NandFileStreamFPvUlPFlPQ34nw4r2ut8IOStreamPv_vPv","800b1570","Function","Global"
"Write","800b1620","Function","nw4r::ut::NandFileStream"
"Write__Q34nw4r2ut14NandFileStreamFPCvUl","800b1620","Function","Global"
"WriteAsync","800b16a0","Function","nw4r::ut::NandFileStream"
"WriteAsync__Q34nw4r2ut14NandFileStreamFPCvUlPFlPQ34nw4r2ut8IOStreamPv_vPv","800b16a0","Function","Global"
"Seek","800b1750","Function","nw4r::ut::NandFileStream"
"GetSize","800b1760","Function","nw4r::ut::NandFileStream"
"GetSize__Q34nw4r2ut14NandFileStreamCFv","800b1760","Function","Global"
"Tell","800b1770","Function","nw4r::ut::NandFileStream"
"Tell__Q34nw4r2ut14NandFileStreamCFv","800b1770","Function","Global"
"__sinit_\ut_nandFileStream_cpp","800b1780","Function","Global"
"Enable","800b1790","Function","nw4r::ut::LC"
"Disable","800b17f0","Function","nw4r::ut::LC"
"Lock","800b1870","Function","nw4r::ut::LC"
"Unlock","800b18e0","Function","nw4r::ut::LC"
"LoadBlocks","800b1920","Thunk Function","nw4r::ut::LC"
"StoreBlocks","800b1930","Thunk Function","nw4r::ut::LC"
"StoreData","800b1940","Thunk Function","nw4r::ut::LC"
"__sinit_\ut_lockedCache_cpp","800b1950","Function","Global"
"InitReaderFunc((nw4r::ut::FontEncoding))","800b1970","Function","nw4r::ut::Font"
"__ct","800b1a20","Function","RomFont"
"RomFont_ct","800b1a20","Function","Global"
"__dt","800b1a80","Function","RomFont"
"Unload","800b1ac0","Function","RomFont"
"GetWidth","800b1ae0","Function","RomFont"
"GetWidth__Q34nw4r2ut7RomFontCFv","800b1ae0","Function","Global"
"GetHeight","800b1af0","Function","RomFont"
"GetHeight__Q34nw4r2ut7RomFontCFv","800b1af0","Function","Global"
"GetAscent","800b1b50","Function","RomFont"
"GetDescent","800b1b60","Function","RomFont"
"GetBaselinePos","800b1b70","Function","RomFont"
"GetCellHeight","800b1b80","Function","RomFont"
"GetCellWidth","800b1b90","Function","RomFont"
"GetMaxCharWidth","800b1ba0","Function","RomFont"
"GetType","800b1bb0","Function","RomFont"
"GetTextureFormat","800b1bc0","Function","RomFont"
"GetLineFeed","800b1bd0","Function","RomFont"
"GetLineFeed__Q34nw4r2ut7RomFontCFv","800b1bd0","Function","Global"
"GetDefaultCharWidths","800b1be0","Function","RomFont"
"GetDefaultCharWidths__Q34nw4r2ut7RomFontCFv","800b1be0","Function","Global"
"SetDefaultCharWidths","800b1c00","Function","RomFont"
"SetDefaultCharWidths__Q34nw4r2ut7RomFontFRCQ34nw4r2ut10CharWidths","800b1c00","Function","Global"
"SetAlternateChar","800b1c20","Function","RomFont"
"SetAlternateChar__Q34nw4r2ut7RomFontFUs","800b1c20","Function","Global"
"SetLineFeed","800b1cb0","Function","RomFont"
"SetLineFeed__Q34nw4r2ut7RomFontFi","800b1cb0","Function","Global"
"GetCharWidth","800b1cc0","Function","RomFont"
"GetCharWidth__Q34nw4r2ut7RomFontCFUs","800b1cc0","Function","Global"
"GetCharWidths","800b1d50","Function","RomFont"
"GetCharWidths__Q34nw4r2ut7RomFontCFUs","800b1d50","Function","Global"
"GetGlyph","800b1da0","Function","RomFont"
"GetGlyph__Q34nw4r2ut7RomFontCFPQ34nw4r2ut5GlyphUs","800b1da0","Function","Global"
"HasGlyph","800b1ea0","Function","RomFont"
"HasGlyph__Q34nw4r2ut7RomFontCFUs","800b1ea0","Function","Global"
"GetEncoding","800b1f60","Function","RomFont"
"ResFontBase","800b1f90","Function","ResFontBase"
"__dt","800b1ff0","Function","ResFontBase"
"SetResourceBuffer","800b2030","Function","ResFontBase"
"GetWidth","800b2040","Function","ResFontBase"
"GetHeight","800b2050","Function","ResFontBase"
"GetAscent","800b2060","Function","ResFontBase"
"GetDescent","800b2070","Function","ResFontBase"
"GetBaselinePos","800b2090","Function","ResFontBase"
"GetCellHeight","800b20b0","Function","ResFontBase"
"GetCellWidth","800b20c0","Function","ResFontBase"
"GetMaxCharWidth","800b20d0","Function","ResFontBase"
"GetType","800b20e0","Function","ResFontBase"
"GetTextureFormat","800b20f0","Function","ResFontBase"
"GetLineFeed","800b2100","Function","ResFontBase"
"GetDefaultCharWidths","800b2110","Function","ResFontBase"
"SetDefaultCharWidths","800b2130","Function","ResFontBase"
"SetAlternateChar","800b2150","Function","ResFontBase"
"FUN_800b2190","800b2190","Function","ResFontBase"
"SetLineFeed","800b2210","Function","ResFontBase"
"GetCharWidth","800b2220","Function","ResFontBase"
"GetCharWidths","800b2270","Function","ResFontBase"
"GetCharWidths__Q44nw4r2ut6detail11ResFontBaseCFUs","800b2270","Function","Global"
"GetGlyph","800b2390","Function","ResFontBase"
"HasGlyph","800b2460","Function","ResFontBase"
"HasGlyph__Q44nw4r2ut6detail11ResFontBaseCFUs","800b2460","Function","Global"
"GetEncoding","800b2520","Function","ResFontBase"
"GetGlyphIndex","800b2530","Function","ResFontBase"
"GetGlyphIndex__Q44nw4r2ut6detail11ResFontBaseCFUs","800b2530","Function","Global"
"FindGlyphIndex","800b25f0","Function","ResFontBase"
"GetCharWidthsFromIndex","800b26c0","Function","ResFontBase"
"GetGlyphFromIndex","800b2720","Function","ResFontBase"
"ResFont_construct","800b2830","Function","Global"
"__dt","800b2870","Function","ResFontBase"
"ResFont_SetResource","800b28d0","Function","Global"
"ResFont_Rebuild","800b2a20","Function","Global"
"__ct","800b2b30","Function","CharWriter"
"__ct__Q34nw4r2ut10CharWriterFv","800b2b30","Function","Global"
"__dt","800b2eb0","Function","CharWriter"
"__dt__Q34nw4r2ut10CharWriterFv","800b2eb0","Function","Global"
"SetupGX","800b2ef0","Function","CharWriter"
"SetupGX__Q34nw4r2ut10CharWriterFv","800b2ef0","Function","Global"
"SetFontSize","800b38d0","Function","CharWriter"
"SetFontSize__Q34nw4r2ut10CharWriterFff","800b38d0","Function","Global"
"SetFontSize","800b39a0","Function","CharWriter"
"SetFontSize__Q34nw4r2ut10CharWriterFf","800b39a0","Function","Global"
"GetFontWidth","800b3a20","Function","CharWriter"
"GetFontWidth__Q34nw4r2ut10CharWriterCFv","800b3a20","Function","Global"
"GetFontHeight","800b3a80","Function","CharWriter"
"GetFontHeight__Q34nw4r2ut10CharWriterCFv","800b3a80","Function","Global"
"GetFontAscent","800b3ae0","Function","CharWriter"
"GetFontAscent__Q34nw4r2ut10CharWriterCFv","800b3ae0","Function","Global"
"Print","800b3b40","Function","CharWriter"
"Print__Q34nw4r2ut10CharWriterFUs","800b3b40","Function","Global"
"PrintGlyph","800b3c70","Function","CharWriter"
"PrintGlyph__Q34nw4r2ut10CharWriterFfffRCQ34nw4r2ut5Glyph","800b3c70","Function","Global"
"UpdateVertexColor","800b3ef0","Function","nw4r::ut::CharWriter"
"SetupGXWithColorMapping","800b4040","Function","nw4r::ut::CharWriter"
"TextWriterBase","800b4380","Function","nw4r::ut::TextWriterBase<c>"
"__dt","800b43e0","Function","nw4r::ut::TextWriterBase<c>"
"FUN_800b4440","800b4440","Function","Global"
"GetLineHeight","800b44d0","Function","nw4r::ut::TextWriterBase<char>"
"FUN_800b4550","800b4550","Function","Global"
"FUN_800b48d0","800b48d0","Function","Global"
"FUN_800b4c50","800b4c50","Function","Global"
"FUN_800b4fa0","800b4fa0","Function","Global"
"FUN_800b5290","800b5290","Function","Global"
"FUN_800b5540","800b5540","Function","Global"
"FUN_800b57f0","800b57f0","Function","Global"
"FUN_800b5a80","800b5a80","Function","Global"
"FUN_800b5d60","800b5d60","Function","Global"
"FUN_800b5fe0","800b5fe0","Function","Global"
"FUN_800b61f0","800b61f0","Function","Global"
"FUN_800b6300","800b6300","Function","Global"
"thunk_FUN_800b6da0","800b63b0","Thunk Function","Global"
"vsnprintf","800b63c0","Thunk Function","Global"
"FUN_800b63d0","800b63d0","Function","Global"
"FUN_800b65f0","800b65f0","Function","Global"
"FUN_800b6c80","800b6c80","Function","Global"
"CalcStringRectImpl","800b6c90","Function","nw4r::ut::TextWriterBase<char>"
"FUN_800b6da0","800b6da0","Function","Global"
"FUN_800b77d0","800b77d0","Function","Global"
"FUN_800b7f00","800b7f00","Function","Global"
"TextWriterBase<w>((void))","800b7f20","Function","nw4r::ut::TextWriterBase<w>"
"__dt","800b7f80","Function","nw4r::ut::TextWriterBase<w>"
"FUN_800b7fe0","800b7fe0","Function","Global"
"GetLineHeight((void))","800b8070","Function","nw4r::ut::TextWriterBase<w>"
"FUN_800b80f0","800b80f0","Function","Global"
"FUN_800b8470","800b8470","Function","Global"
"FUN_800b87f0","800b87f0","Function","Global"
"FUN_800b8b40","800b8b40","Function","Global"
"FUN_800b8e30","800b8e30","Function","Global"
"FUN_800b90e0","800b90e0","Function","Global"
"FUN_800b9390","800b9390","Function","Global"
"FUN_800b9620","800b9620","Function","Global"
"FUN_800b9900","800b9900","Function","Global"
"FUN_800b9b80","800b9b80","Function","Global"
"FUN_800b9d90","800b9d90","Function","Global"
"FUN_800b9ea0","800b9ea0","Function","Global"
"thunk_FUN_800ba950","800b9f50","Thunk Function","Global"
"vswprintf","800b9f60","Thunk Function","Global"
"FUN_800b9f70","800b9f70","Function","Global"
"FUN_800ba190","800ba190","Function","Global"
"FUN_800ba820","800ba820","Function","Global"
"CalcStringRectImpl","800ba830","Function","nw4r::ut::TextWriterBase<w>"
"FUN_800ba950","800ba950","Function","Global"
"FUN_800bb3a0","800bb3a0","Function","Global"
"FUN_800bbad0","800bbad0","Function","Global"
"__sinit_ut_TextWriter_cpp","800bbaf0","Function","Global"
"RFLGetWorkSize","800bbb80","Function","Global"
"RFLInitResAsync","800bbba0","Function","Global"
"RFLInitRes","800bbf10","Function","Global"
"RFLExit","800bbfb0","Function","Global"
"bootloadDB2Res_","800bc140","Function","Global"
"RFLAvailable","800bc370","Function","Global"
"RFLiAlloc","800bc390","Function","Global"
"RFLiAlloc32","800bc3b0","Function","Global"
"RFLiFree","800bc3d0","Function","Global"
"RFLiGetDBManager","800bc3e0","Function","Global"
"RFLiGetHDBManager","800bc400","Function","Global"
"RFLiGetLoader","800bc420","Function","Global"
"RFLiGetWorking","800bc440","Function","Global"
"RFLiSetWorking","800bc460","Function","Global"
"RFLiGetManager","800bc470","Function","Global"
"RFLGetAsyncStatus","800bc480","Function","Global"
"RFLGetLastReason","800bc510","Function","Global"
"RFLWaitAsync","800bc540","Function","Global"
"RFLiGetAccInfo","800bc5e0","Function","Global"
"RFLiGetCtrlBufManager","800bc610","Function","Global"
"RFLiGetUseDeluxTex","800bc630","Function","Global"
"RFLiGetLastReason","800bc650","Function","Global"
"RFLiSetFileBroken","800bc670","Function","Global"
"RFLiNotFoundError","800bc6a0","Function","Global"
"RFLiNeedRepairError","800bc6c0","Function","Global"
"RFLGetArcFilePath","800bc6e0","Function","Global"
"RFLiInitLoader","800bc6f0","Function","Global"
"parseOnmemoryRes_","800bc810","Function","Global"
"loadResRead2ndcallback_","800bc990","Function","Global"
"errclosecallback_","800bcab0","Thunk Function","Global"
"loadResRead1stcallback_","800bcac0","Function","Global"
"loadResGetlengthcallback_","800bcbb0","Function","Global"
"loadResOpencallback_","800bcc50","Function","Global"
"RFLiLoadResourceHeaderAsync","800bccc0","Function","Global"
"getNANDFile_","800bcd60","Function","Global"
"RFLiGetTexSize","800bcef0","Function","Global"
"RFLiLoadTexture","800bd060","Function","Global"
"RFLiGetShpTexSize","800bd190","Function","Global"
"RFLiLoadShpTexture","800bd300","Function","Global"
"RFLiGetShapeSize","800bd430","Function","Global"
"RFLiLoadShape","800bd5a0","Function","Global"
"RFLFreeCachedResource","800bd6d0","Function","Global"
"RFLIsResourceCached","800bd740","Function","Global"
"RFLiInitAccessInfo","800bd790","Function","Global"
"RFLiExitAccessInfo","800bd810","Function","Global"
"RFLiIsWorking","800bd860","Thunk Function","Global"
"RFLiStartWorking","800bd870","Function","Global"
"RFLiEndWorkingReason","800bd8c0","Function","Global"
"RFLiEndWorking","800bd940","Function","Global"
"alarmCallback_","800bd9c0","Function","Global"
"opencallback_","800bda10","Function","Global"
"switchD","800bda64","Instruction Label","switchD_800bda64"
"caseD_0","800bda68","Instruction Label","switchD_800bda64"
"caseD_fffffff1","800bdab8","Instruction Label","switchD_800bda64"
"caseD_fffffff5","800bdab8","Instruction Label","switchD_800bda64"
"caseD_fffffff6","800bdab8","Instruction Label","switchD_800bda64"
"caseD_fffffff7","800bdab8","Instruction Label","switchD_800bda64"
"caseD_fffffffb","800bdab8","Instruction Label","switchD_800bda64"
"caseD_fffffffc","800bdab8","Instruction Label","switchD_800bda64"
"caseD_fffffffd","800bdab8","Instruction Label","switchD_800bda64"
"caseD_ffffffff","800bdab8","Instruction Label","switchD_800bda64"
"caseD_fffffff4","800bdb08","Instruction Label","switchD_800bda64"
"caseD_fffffff2","800bdc08","Instruction Label","switchD_800bda64"
"caseD_fffffff3","800bdc08","Instruction Label","switchD_800bda64"
"caseD_fffffff8","800bdc08","Instruction Label","switchD_800bda64"
"caseD_fffffff9","800bdc08","Instruction Label","switchD_800bda64"
"caseD_fffffffa","800bdc08","Instruction Label","switchD_800bda64"
"caseD_fffffffe","800bdc08","Instruction Label","switchD_800bda64"
"createcallback_","800bdc90","Function","Global"
"close2opencallback_","800bdef0","Function","Global"
"RFLiOpenAsync","800be150","Function","Global"
"readcallback_","800be4a0","Function","Global"
"readseekcallback_","800be6c0","Function","Global"
"RFLiReadAsync","800be940","Function","Global"
"retryWrite_","800beae0","Function","Global"
